PubMedId	Entity	EntityType	NormalizedID	title/abs	Start	End 
18663142	TPX2	Protein	Q9ULW0	abs	271	275
18663142	TPX2	Protein	Q9ULW0	abs	489	493
18663142	TPX2	Protein	Q9ULW0	abs	525	529
18663142	TPX2	Protein	Q9ULW0	abs	1003	1007
15788404	NPP5	Protein	Q9UJA9	abs	923	927
20932478	ORC-associated	Protein	Q9UFC0	abs	414	428
20932478	ORCA	Protein	Q9UFC0	abs	430	434
20932478	ORCA	Protein	Q9UFC0	abs	519	523
20932478	ORCA	Protein	Q9UFC0	abs	604	608
20932478	ORCA	Protein	Q9UFC0	abs	661	665
20932478	ORCA	Protein	Q9UFC0	abs	864	868
23150645	PyrR	Protein	Q9STY4,K7WIZ6	abs	383	387
23150645	PyrR	Protein	Q9STY4	abs	389	393
23150645	PyrR	Protein	Q9STY4	abs	683	687
23150645	PyrR	Protein	Q9STY4	abs	836	840
23150645	PyrR	Protein	Q9STY4	abs	936	940
23150645	PyrR	Protein	K7WIZ6	abs	1059	1063
23150645	PyrR	Protein	K7WIZ6	abs	1366	1370
23150645	PyrR	Protein	Protein	abs	1493	1497
23150645	PyrR	Protein	Protein	abs	1573	1577
23150645	PyrR	Protein	Q9STY4,K7WIZ6	abs	1634	1638
23150645	At3g47390	Protein	Q9STY4	abs	847	856
23150645	At3g47390	Protein	Q9STY4	abs	1065	1074
18182439	Golgi Q-SNARE Memb11	Protein	Q9SJL6	abs	946	966
15377779	CAT8	Protein	Q9SHH0	abs	862	866
15377779	CAT8	Protein	Q9SHH0	abs	984	988
17289661	IMP1	Protein	Q9NZI8	title	25	29
17289661	IMP1	Protein	Q9NZI8	abs	410	414
17726031	transmembrane prolyl 4-hydroxylase	Protein	Q9NXG6	title	25	59
17726031	P4H-TM	Protein	Q9NXG6	abs	265	271
17726031	P4H-TM	Protein	Q9NXG6	abs	482	488
17726031	P4H-TM	Protein	Q9NXG6	abs	544	550
17726031	P4H-TM	Protein	Q9NXG6	abs	724	730
17726031	P4H-TM	Protein	Q9NXG6	abs	957	963
16788062	acetyl-CoA synthetase 2	Protein	Q9NUB1	title	80	103
16788062	acetyl-CoA synthetase 2	Protein	Q9NUB1	abs	21	44
16788062	AceCS2	Protein	Q9NUB1	abs	46	52
16788062	AceCS2	Protein	Q9NUB1	abs	89	95
16788062	AceCS2	Protein	Q9NUB1	abs	213	219
16788062	AceCS2	Protein	Q9NUB1	abs	289	295
16788062	AceCS2	Protein	Q9NUB1	abs	353	359
16788062	AceCS2	Protein	Q9NUB1	abs	620	626
16788062	SIRT3	Protein	Q9NTG7	abs	192	197
16788062	SIRT3	Protein	Q9NTG7	abs	299	304
16788062	SIRT3	Protein	Q9NTG7	abs	426	431
16443219	PDGF-C	Protein	Q9NRA1	title	51	57
16443219	platelet-derived growth factor-C	Protein	Q9NRA1	abs	91	123
16443219	PDGF-C	Protein	Q9NRA1	abs	125	131
16443219	PDGF-C	Protein	Q9NRA1	abs	250	256
16443219	PDGF-C	Protein	Q9NRA1	abs	451	457
16443219	PDGF-C	Protein	Q9NRA1	abs	723	729
16443219	PDGF-C	Protein	Q9NRA1	abs	980	986
16443219	PDGF-C	Protein	Q9NRA1	abs	1029	1035
16443219	PDGF-C	Protein	Q9NRA1	abs	1093	1099
16443219	PDGF-C	Protein	Q9NRA1	abs	1217	1223
16443219	PDGF-C	Protein	Q9NRA1	abs	1308	1314
16443219	PDGF-C	Protein	Q9NRA1	abs	1401	1407
20071603	PKS2	Protein	Q9M9T4	abs	784	788
20071603	PKS2	Protein	Q9M9T4	abs	845	849
20071603	PKS2	Protein	Q9M9T4	abs	994	998
20071603	PKS2	Protein	Q9M9T4	abs	1154	1158
20071603	PKS2	Protein	Q9M9T4	abs	1401	1405
20071603	PKS2	Protein	Q9M9T4	abs	1496	1500
15377779	CAT6	Protein	Q9LZ20	abs	852	856
18182439	AtCASP	Protein	Q9LS42	abs	730	736
15486337	BRL3	Protein	Q9LJF3	title	9	13
15486337	BRL3	Protein	Q9LJF3	abs	241	245
15486337	BRL3	Protein	Q9LJF3	abs	256	260
15486337	BRL3	Protein	Q9LJF3	abs	399	403
15486337	BRL3	Protein	Q9LJF3	abs	565	569
15486337	brl3	Protein	Q9LJF3	abs	774	778
21282530	CBX8	Protein	Q9HC52	abs	717	721
21282530	CBX8	Protein	Q9HC52	abs	1165	1169
15574332	PHAX	Protein	Q9H814	title	0	4
15574332	PHAX	Protein	Q9H814	abs	143	147
15574332	PHAX	Protein	Q9H814	abs	345	349
15574332	PHAX	Protein	Q9H814	abs	465	469
15574332	PHAX	Protein	Q9H814	abs	508	512
15574332	PHAX	Protein	Q9H814	abs	600	604
15574332	PHAX	Protein	Q9H814	abs	681	685
15574332	PHAX	Protein	Q9H814	abs	805	809
23345592	GOLPH3	Protein	Q9H4A6	title	20	26
23345592	GOLPH3	Protein	Q9H4A6	abs	0	6
23345592	GOLPH3	Protein	Q9H4A6	abs	153	159
23345592	GOLPH3	Protein	Q9H4A6	abs	275	281
23345592	GOLPH3	Protein	Q9H4A6	abs	364	370
23345592	GOLPH3	Protein	Q9H4A6	abs	500	506
23345592	GOLPH3	Protein	Q9H4A6	abs	667	673
23345592	GOLPH3	Protein	Q9H4A6	abs	952	958
23345592	GOLPH3	Protein	Q9H4A6	abs	1003	1009
23345592	GOLPH3	Protein	Q9H4A6	abs	1146	1152
23345592	GOLPH3L	Protein	Q9H4A5	title	0	7
23345592	GOLPH3L	Protein	Q9H4A5	abs	351	358
23345592	GOLPH3L	Protein	Q9H4A5	abs	553	560
23345592	GOLPH3L	Protein	Q9H4A5	abs	675	682
23345592	GOLPH3L	Protein	Q9H4A5	abs	867	874
23345592	GOLPH3L	Protein	Q9H4A5	abs	971	978
23345592	GOLPH3L	Protein	Q9H4A5	abs	1126	1133
11161714	ZFQR	Protein	Q9GZX5	abs	82	86
11161714	ZFQR	Protein	Q9GZX5	abs	643	647
11161714	ZFQR	Protein	Q9GZX5	abs	792	796
11161714	ZFQR	Protein	Q9GZX5	abs	1037	1041
17317660	respiratory burst oxidase protein D	Protein	Q9FIJ0	abs	1135	1170
15775980	SUVH1	Protein	Q9FF80	abs	155	160
15775980	SUVH1	Protein	Q9FF80	abs	243	248
22253225	SUC4	Protein	Q9FE59	abs	1120	1124
22253225	SUC4	Protein	Q9FE59	abs	1201	1205
10095065	mCLCA1	Protein	Q9D7Z6	abs	127	133
20008104	H2A.Bbd	Protein	Q9CQ70	title	0	7
20008104	H2A.Bbd	Protein	Q9CQ70	abs	30	37
20008104	H2A.Bbd	Protein	Q9CQ70	abs	258	265
20008104	H2A.Bbd	Protein	Q9CQ70	abs	782	789
20427278	TMEM59	Protein	Q9BXS4	title	27	33
20427278	transmembrane protein 59	Protein	Q9BXS4	abs	348	372
20427278	TMEM59	Protein	Q9BXS4	abs	374	380
20427278	TMEM59	Protein	Q9BXS4	abs	419	425
20427278	TMEM59	Protein	Q9BXS4	abs	493	499
20427278	TMEM59	Protein	Q9BXS4	abs	594	600
20427278	TMEM59	Protein	Q9BXS4	abs	811	817
20427278	TMEM59	Protein	Q9BXS4	abs	962	968
20427278	TMEM59	Protein	Q9BXS4	abs	1106	1112
20427278	TMEM59	Protein	Q9BXS4	abs	1174	1180
20427278	TMEM59	Protein	Q9BXS4	abs	1464	1470
20427278	TMEM59	Protein	Q9BXS4	abs	1541	1547
22899009	C16orf57	Protein	Q9BQ65	title	0	8
22899009	C16orf57	Protein	Q9BQ65	abs	0	8
22899009	C16orf57	Protein	Q9BQ65	abs	199	207
22899009	C16orf57	Protein	Q9BQ65	abs	491	499
22899009	C16orf57	Protein	Q9BQ65	abs	997	1005
22899009	C16orf57	Protein	Q9BQ65	abs	1139	1147
15377779	CAT2	Protein	Q9ASS7	abs	1087	1091
12177201	Hic-5	Protein	O43294	title	51	56
12177201	Hic-5	Protein	O43294	abs	457	462
12177201	Hic-5	Protein	O43294	abs	568	573
12177201	Hic-5	Protein	O43294	abs	612	617
12177201	Hic-5	Protein	O43294	abs	792	797
12177201	Hic-5	Protein	O43294	abs	975	980
12177201	Hic-5	Protein	O43294	abs	1029	1034
12177201	Hic-5	Protein	O43294	abs	1225	1230
12177201	Hic-5	Protein	Q99PD6	abs	1432	1437
12177201	Hic-5	Protein	Q99PD6,O43294	abs	1455	1460
15342390	CITED2	Protein	Q99967	abs	223	229
20023648	RAP80	Protein	Q96RL1	abs	1120	1125
15342390	CITED4	Protein	Q96RK1	title	0	6
15342390	CITED4	Protein	Q96RK1	abs	373	379
15342390	CITED4	Protein	Q96RK1	abs	546	552
15342390	CITED4	Protein	Q96RK1	abs	759	765
15342390	CITED4	Protein	Q96RK1	abs	860	866
15342390	CITED4	Protein	Q96RK1	abs	1125	1131
15342390	CITED4	Protein	Q96RK1	abs	1239	1245
15342390	CITED4	Protein	Q96RK1	abs	1438	1444
15342390	CITED4	Protein	Q96RK1	abs	1708	1714
12794138	MHC-related protein 1	Protein	Q95460,Q8HWB0	title	28	49
12794138	MHC-related protein (MR)1	Protein	Q95460,Q8HWB0	abs	0	25
12794138	MR1	Protein	Q95460	abs	304	307
12794138	MR1	Protein	Q95460	abs	487	490
12794138	MR1	Protein	Q95460	abs	579	582
12794138	MR1	Protein	Q95460	abs	787	790
11950973	CAX4	Protein	Q945S5	title	20	24
11950973	CAX4	Protein	Q945S5	abs	399	403
11950973	CAX4	Protein	Q945S5	abs	450	454
11950973	CAX4	Protein	Q945S5	abs	555	559
11950973	CAX4	Protein	Q945S5	abs	640	644
11950973	CAX4	Protein	Q945S5,P53223	abs	716	720
11950973	CAX4	Protein	P53223	abs	832	836
11950973	CAX4	Protein	P53223	abs	973	977
11950973	CAX4	Protein	P53223	abs	1064	1068
20634289	BON1	Protein	Q941L3	title	95	99
20634289	BON1	Protein	Q941L3	abs	405	409
20634289	BON1	Protein	Q941L3	abs	531	535
20634289	BON1	Protein	Q941L3	abs	678	682
20634289	BON1	Protein	Q941L3	abs	787	791
20634289	BON1	Protein	Q941L3	abs	805	809
20634289	BON1	Protein	Q941L3	abs	850	854
20634289	BON1	Protein	Q941L3	abs	894	898
20634289	BON1	Protein	Q941L3	abs	971	975
20634289	BON1	Protein	Q941L3	abs	1018	1022
11950973	CAX3	Protein	Q93Z81	abs	128	132
11950973	CAX3	Protein	Q93Z81	abs	549	553
11950973	CAX3	Protein	Q93Z81	abs	843	847
11950973	CAX3	Protein	Q93Z81	abs	1073	1077
17921316	CYO1	Protein	Q93YN0	title	61	65
17921316	cyo1	Protein	Q93YN0	abs	181	185
17921316	cyo1	Protein	Q93YN0	abs	304	308
17921316	CYO1	Protein	Q93YN0	abs	411	415
17921316	CYO1	Protein	Q93YN0	abs	540	544
17921316	CYO1	Protein	Q93YN0	abs	622	626
17921316	CYO1	Protein	Q93YN0	abs	695	699
17921316	cyo1	Protein	Q93YN0	abs	838	842
17921316	cyo1	Protein	Q93YN0	abs	910	914
17921316	CYO1	Protein	Q93YN0	abs	936	940
17921316	CYO1	Protein	Q93YN0	abs	1048	1052
17921316	CYO1	Protein	Q93YN0	abs	1122	1126
10644992	Fus-2	Protein	Q93015	title	31	36
10644992	Fus-2	Protein	Q93015	abs	343	348
10644992	Fus-2	Protein	Q93015	abs	429	434
10644992	Fus-2	Protein	Q93015	abs	594	599
10644992	Fus-2	Protein	Q93015	abs	671	676
10644992	Fus-2	Protein	Q93015	abs	810	815
11564863	GCN5	Protein	Q03330	abs	0	4
11564863	GCN5	Protein	Q03330	abs	187	191
11564863	GCN5	Protein	Q92830	abs	258	262
23345592	myosin 18A	Protein	Q92614	abs	254	264
23345592	MYO18A	Protein	Q92614	abs	266	272
23345592	MYO18A	Protein	Q92614	abs	963	969
23345592	MYO18A	Protein	Q92614	abs	1050	1056
23345592	MYO18A	Protein	Q92614	abs	1153	1159
20427278	COG1	Protein	Q8WTW3	abs	1319	1323
22253225	INT1	Protein	Q8VZR6	abs	357	361
22253225	INT1	Protein	Q8VZR6	abs	544	548
22253225	int1	Protein	Q8VZR6	abs	933	937
22253225	INT1	Protein	Q8VZR6	abs	1024	1028
22253225	INT1	Protein	Q8VZR6	abs	1192	1196
20124190	KDTA	Protein	Q8VZA5	abs	628	632
20124190	KDTA	Protein	Q8VZA5	abs	798	802
20124190	AtKDTA	Protein	Q8VZA5	abs	804	810
20124190	AtKDTA	Protein	Q8VZA5	abs	952	958
20124190	AtKDTA	Protein	Q8VZA5	abs	1211	1217
20124190	AtKDTA	Protein	Q8VZA5	abs	1542	1548
20124190	KDTA	Protein	Q8VZA5	abs	1568	1572
18088316	NCRK	Protein	Q8VYY5	title	37	41
18088316	NCRK	Protein	Q8VYY5	abs	390	394
18088316	NCRK	Protein	Q8VYY5	abs	628	632
18088316	NCRK	Protein	Q8VYY5	abs	996	1000
18088316	NCRK	Protein	Q8VYY5	abs	1068	1072
18088316	NCRK	Protein	Q8VYY5	abs	1223	1227
22984069	MIDD1	Protein	Q8VYU8	abs	502	507
22984069	MIDD1	Protein	Q8VYU8	abs	652	657
18182439	GC4	Protein	Q8VYU6	abs	493	496
18305173	MARCH I	Protein	Q8TCQ1	title	105	112
18305173	membrane-associated RING-CH I	Protein	Q8TCQ1	abs	265	294
18305173	MARCH I	Protein	Q8TCQ1	abs	296	303
18305173	MARCH I	Protein	Q8TCQ1	abs	387	394
18305173	MARCH I	Protein	Q8TCQ1	abs	578	585
18305173	MARCH I	Protein	Q8TCQ1	abs	668	675
7689721	p90	Protein	Q8TCG1,Q61586	abs	41	44
7689721	p90	Protein	Q8TCG1,Q61586	abs	503	506
7689721	p90	Protein	Q8TCG1,Q61586	abs	865	868
7689721	p90	Protein	Q8TCG1,Q61586	abs	967	970
7689721	p90	Protein	Q8TCG1,Q61586	abs	1117	1120
7689721	p90	Protein	Q8TCG1,Q61586	abs	1256	1259
7689721	p90	Protein	Q8TCG1,Q61586	abs	1271	1274
7689721	p90	Protein	Q8TCG1,Q61586	abs	1348	1351
18182439	golgin-84	Protein	Q8TBA6	abs	439	448
18082604	UAF1	Protein	Q8TAF3	title	2	6
18082604	UAF1	Protein	Q8TAF3	abs	348	352
18082604	UAF1	Protein	Q8TAF3	abs	556	560
18082604	UAF1	Protein	Q8TAF3	abs	596	600
18082604	UAF1	Protein	Q8TAF3	abs	867	871
18182439	GC1	Protein	Q8S8N9	abs	338	341
18182439	GC1	Protein	Q8S8N9	abs	741	744
22253225	SWEET1	Protein	Q8L9J7	abs	727	733
11481323	PELP1	Protein	Q8IZL8	title	42	47
11481323	PELP1	Protein	Q8IZL8	abs	240	245
11481323	PELP1	Protein	Q8IZL8	abs	363	368
11481323	PELP1	Protein	Q8IZL8	abs	571	576
11481323	PELP1	Protein	Q8IZL8	abs	632	637
11481323	PELP1	Protein	Q8IZL8	abs	764	769
11481323	PELP1	Protein	Q8IZL8	abs	908	913
11481323	PELP1	Protein	Q8IZL8	abs	1124	1129
11481323	PELP1	Protein	Q8IZL8	abs	1196	1201
11481323	PELP1	Protein	Q8IZL8	abs	1269	1274
11481323	PELP1	Protein	Q8IZL8	abs	1327	1332
20023648	RNF168	Protein	Q8IYW5	abs	939	945
18088316	RBK1	Protein	Q8H1D6	title	80	84
18088316	RBK1	Protein	Q8H1D6	abs	480	484
18088316	RBK1	Protein	Q8H1D6	abs	791	795
18088316	RBK1	Protein	Q8H1D6	abs	1005	1009
18088316	RBK1	Protein	Q8H1D6	abs	1494	1498
15775980	SUVH4	Protein	Q8GZB6	abs	172	177
15775980	KRYPTONITE	Protein	Q8GZB6	abs	179	189
15775980	SUVH4	Protein	Q8GZB6	abs	253	258
22984069	ROPGAP3	Protein	Q8GYY5	abs	280	287
22984069	ROP guanosine triphosphatase (GTPase)-activating protein 3	Protein	Q8GYY5	abs	289	347
15377779	CAT3	Protein	Q8GYB4	abs	846	850
23150645	PyrD	Protein	Q8GWP5,B6TRH4	abs	374	378
23150645	PyrD	Protein	Q8GWP5	abs	508	512
23150645	At4g20960	Protein	Q8GWP5	abs	525	534
23150645	PyrD	Protein	Q8GWP5,B6TRH4	abs	1200	1204
23150645	At4g20960	Protein	Q8GWP5,B6TRH4	abs	1214	1223
23150645	PyrD	Protein	Protein	abs	1502	1506
23150645	GRMZM2G320099	Protein	Q8GWP5	abs	1227	1240
18182439	GC3	Protein	Q84WU4	abs	479	482
18182439	GDAP1	Protein	Q84WU4	abs	483	488
16455656	CpSufE	Protein	Q84W65	title	0	6
16455656	CpSufE	Protein	Q84W65	abs	329	335
16455656	CpSufE	Protein	Q84W65	abs	437	443
16455656	CpSufE	Protein	Q84W65	abs	576	582
16455656	CpSufE	Protein	Q84W65	abs	761	767
16455656	CpSufE	Protein	Q84W65	abs	920	926
16455656	CpSufE	Protein	Q84W65	abs	1113	1119
16455656	CpSufE	Protein	Q84W65	abs	1252	1258
16455656	CpSufE	Protein	Q84W65	abs	1380	1386
16455656	CpSufE	Protein	Q84W65	abs	1450	1456
16455656	CpSufE	Protein	Q84W65	abs	1560	1566
15467828	vasohibin	Protein	Q7L8A9	abs	1013	1022
15467828	vasohibin	Protein	Q7L8A9	abs	1077	1086
15467828	vasohibin	Protein	Q7L8A9	abs	1223	1232
17081065	SLC24A5	Protein	Q71RS6	abs	1169	1176
17081065	sodium/potassium/calcium exchanger 5	Protein	Q71RS6	abs	1178	1214
17081065	NCKX5	Protein	Q71RS6	abs	1216	1221
15788404	NPP7	Protein	Q6UWV6	abs	530	534
15788404	alkaline sphingomyelinase	Protein	Q6UWV6	abs	554	579
15788404	NPP7	Protein	Q6UWV6	abs	933	937
15788404	alkaline sphingomyelinase	Protein	Q6UWV6	abs	938	963
15788404	NPP6	Protein	Q6UWR7	abs	741	745
15788404	NPP6	Protein	Q6UWR7	abs	826	830
15788404	NPP6	Protein	Q6UWR7	abs	995	999
15788404	NPP6	Protein	Q6UWR7	abs	1128	1132
15788404	NPP6	Protein	Q6UWR7	abs	1351	1355
15788404	NPP6	Protein	Q6UWR7	abs	1496	1500
15788404	NPP6	Protein	Q6UWR7	abs	1702	1706
15788404	NPP6	Protein	Q6UWR7	abs	1877	1881
16263347	CP-23	Protein	Q6PRD7	title	96	101
16263347	cementum protein-23	Protein	Q6PRD7	abs	521	540
16263347	CP-23	Protein	Q6PRD7	abs	543	548
16263347	CP-23	Protein	Q6PRD7	abs	841	846
16263347	CP-23	Protein	Q6PRD7	abs	929	934
16263347	CP-23	Protein	Q6PRD7	abs	964	969
16263347	CP-23	Protein	Q6PRD7	abs	1078	1083
16263347	CP-23	Protein	Q6PRD7	abs	1493	1498
16263347	CP-23	Protein	Q6PRD7	abs	1628	1633
16263347	CP-23	Protein	Q6PRD7	abs	2006	2011
16263347	CP-23	Protein	Q6PRD7	abs	2098	2103
16263347	CP-23	Protein	Q6PRD7	abs	2160	2165
16263347	CP-23	Protein	Q6PRD7	abs	2335	2340
12417726	PEX11gamma	Protein	Q6P6M5	abs	1155	1165
14602072	AIP4	Protein	Q66PJ3	title	24	28
14602072	AIP4	Protein	Q66PJ3	abs	250	254
14602072	AIP4	Protein	Q66PJ3	abs	419	423
14602072	AIP4	Protein	Q66PJ3	abs	658	662
16918702	KLHL7	Protein	Q5XHZ6	title	53	58
16918702	KLHL7	Protein	Q5XHZ6	abs	487	492
16918702	KLHL7	Protein	Q5XHZ6	abs	544	549
16918702	KLHL7	Protein	Q5XHZ6	abs	663	668
16918702	KLHL7	Protein	Q5XHZ6	abs	740	745
16918702	KLHL7	Protein	Q5XHZ6	abs	958	963
16918702	KLHL7	Protein	Q5XHZ6	abs	1069	1074
16918702	KLHL7	Protein	Q5XHZ6	abs	1114	1119
16918702	KLHL7	Protein	Q5XHZ6	abs	1335	1340
16918702	KLHL7	Protein	Q5XHZ6	abs	1450	1455
12566991	multidrug resistance-associated protein 7	Protein	Q5T3U5	title	67	108
12566991	multidrug resistance-associated protein 7	Protein	Q5T3U5	abs	206	247
12566991	MRP7	Protein	Q5T3U5	abs	249	253
12566991	MRP7	Protein	Q5T3U5	abs	281	285
12566991	MRP7	Protein	Q5T3U5	abs	422	426
12566991	MRP7A	Protein	Q5T3U5	abs	428	433
12566991	MRP7	Protein	Q5T3U5	abs	523	527
12566991	MRP7	Protein	Q5T3U5	abs	652	656
12566991	MRP7	Protein	Q5T3U5	abs	813	817
10095065	bCLCA1	Protein	Q3T0J2	abs	106	112
20023648	BRCA1	Protein	Q3B891	abs	1130	1135
11950973	CAX2	Protein	Q39254	abs	118	122
11950973	CAX2	Protein	Q39254	abs	522	526
11950973	CAX1	Protein	Q39253	abs	112	116
11950973	CAX1	Protein	Q39253	abs	475	479
22253225	SUCROSE TRANSPORTER2	Protein	Q39231	abs	695	715
22253225	SUC2	Protein	Q39231	abs	717	721
18088316	Rop4	Protein	Q38937	abs	617	621
18088316	Rop4	Protein	Q38937	abs	818	822
18088316	Rop4	Protein	Q38937	abs	967	971
15342390	hypoxia-inducible factor 1alpha	Protein	Q16665	title	164	195
15342390	hypoxia-inducible factor 1alpha	Protein	Q16665	abs	19	50
15342390	hypoxia-inducible factor 1alpha	Protein	Q16665	abs	340	371
15342390	hypoxia-inducible factor 1alpha	Protein	Q16665	abs	575	606
15342390	hypoxia-inducible factor 1alpha	Protein	Q16665	abs	800	831
15342390	hypoxia-inducible factor 1alpha	Protein	Q16665	abs	1307	1338
11564863	TAF(II)31	Protein	Q16594	abs	441	450
11564863	SAP130	Protein	Q15393	abs	1046	1052
11564863	SAP130	Protein	Q15393	abs	1099	1105
12482924	plectin	Protein	Q15149	title	51	58
12482924	plectin	Protein	Q15149	abs	468	475
12482924	plectin	Protein	Q15149	abs	597	604
21282530	CBX2	Protein	Q14781	abs	689	693
21282530	CBX2	Protein	Q14781	abs	1086	1090
20427278	COG2	Protein	Q14746	abs	1328	1332
15072822	E-NPP2	Protein	Q13822	abs	120	126
15788404	lysophospholipase D	Protein	Q13822	abs	355	374
15788404	NPP2	Protein	Q13822	abs	473	477
10515935	Erg1p	Protein	Q12809	abs	554	559
11502169	YPR004Cp	Protein	Q12480	abs	660	668
22899009	USB1	Protein	Q12208	abs	501	505
22899009	YLR132C	Protein	Q12208	abs	507	514
16541025	Rec8	Protein	Q12188	abs	961	965
10515935	YDL193w	Protein	Q12063	abs	1024	1031
23169667	Ypq1	Protein	Q12010	abs	441	445
18182439	GC5	Protein	Q0WVL7	abs	591	594
18182439	GC5	Protein	Q0WVL7	abs	1149	1152
22984069	ROPGEF4	Protein	Q0WNP7	abs	216	223
22984069	Rho of plant guanine nucleotide exchange factor 4	Protein	Q0WNP7	abs	225	274
15342390	p300/CBP	Protein	Q09472	abs	105	113
15342390	p300/CBP	Protein	Q09472	abs	236	244
15342390	p300/CBP	Protein	Q09472	abs	437	445
17289661	CBP80	Protein	Q09161	abs	802	807
11502169	YOR356Wp	Protein	Q08822	abs	647	655
16541025	Shugoshin	Protein	Q08490	title	0	9
11502169	Nde2p	Protein	Q07500	abs	478	483
10837477	Apg13p	Protein	Q06628	title	0	6
10837477	Apg13	Protein	Q06628	abs	167	172
10837477	Apg13p	Protein	Q06628	abs	328	334
10837477	Apg13p	Protein	Q06628	abs	449	455
10837477	Apg13p	Protein	Q06628	abs	736	742
10837477	Apg13p	Protein	Q06628	abs	776	782
10837477	Apg13p	Protein	Q06628	abs	854	860
10837477	Apg13p	Protein	Q06628	abs	979	985
10837477	Apg13p	Protein	Q06628	abs	1039	1045
10837477	Apg13p	Protein	Q06628	abs	1105	1111
23169667	PQLC2	Protein	Q06328	title	21	26
23169667	Ypq2	Protein	Q06328	abs	447	451
23169667	PQLC2	Protein	Q06328	abs	579	584
23169667	PQLC2	Protein	Q06328	abs	826	831
23169667	ypq2	Protein	Q06328	abs	892	896
23169667	PQLC2	Protein	Q06328	abs	973	978
23169667	PQLC2	Protein	Q06328	abs	989	994
23169667	PQLC2	Protein	Q06328	abs	1116	1121
23169667	PQLC2	Protein	Q06328	abs	1201	1206
23169667	PQLC2	Protein	Q06328	abs	1495	1500
11565753	YLR276C	Protein	Q06218	abs	387	394
11565753	DBP9	Protein	Q06218	abs	412	416
11565753	DEAD-box protein 9	Protein	Q06218	abs	418	436
12612081	protein tyrosine phosphatase	Protein	Q06180,P17706	title	48	76
12612081	TCPTP	Protein	P17706	title	77	82
12612081	protein tyrosine phosphatase	Protein	P17706	abs	10	38
12612081	TCPTP	Protein	P17706	abs	39	44
12612081	TC48	Protein	P17706	abs	113	117
12612081	TC45	Protein	P17706	abs	146	150
12612081	TC45	Protein	P17706	abs	187	191
12612081	TCPTP	Protein	P17706	abs	364	369
12612081	TC48	Protein	P17706	abs	411	415
12612081	TC45	Protein	P17706	abs	426	430
12612081	TC45	Protein	P17706	abs	614	618
12612081	TC48	Protein	P17706	abs	842	846
12612081	TC45	Protein	P17706	abs	851	855
12612081	TCPTP	Protein	Q06180	abs	873	878
12612081	TCPTP	Protein	Q06180	abs	1046	1051
12612081	TC45	Protein	Q06180	abs	1095	1099
12612081	TC48	Protein	Q06180	abs	1103	1107
12612081	TCPTP	Protein	Q06180	abs	1185	1190
12612081	TCPTP	Protein	Q06180,P17706	abs	1272	1277
12697820	Sfh1p	Protein	Q06168	abs	454	459
205532	acetylornithine-glutamate acetyltransferase.	Protein	Q04728	abs	439	483
15572352	YMR088c	Protein	Q04301	abs	302	309
15572352	vacuolar basic amino acid transporter 1	Protein	Q04301	abs	313	352
15572352	VBA1	Protein	Q04301	abs	354	358
15572352	VBA1	Protein	Q04301	abs	520	524
15572352	Vba1p	Protein	Q04301	abs	563	568
19403692	BPAG1e	Protein	Q03001	title	0	6
19403692	BPAG1e	Protein	Q03001	abs	276	282
19403692	BPAG1e	Protein	Q03001	abs	411	417
19403692	BPAG1e	Protein	Q03001	abs	443	449
19403692	BPAG1e	Protein	Q03001	abs	711	717
19403692	BPAG1e	Protein	Q03001	abs	813	819
19403692	BPAG1e	Protein	Q03001	abs	1017	1023
12482924	BP230	Protein	Q03001	title	44	49
12482924	BP230	Protein	Q03001	abs	449	454
12482924	BP230	Protein	Q03001	abs	587	592
12482924	BP230	Protein	Q03001	abs	865	870
12482924	BP230	Protein	Q03001	abs	1084	1089
18769150	ATG21	Protein	Q02887	abs	1103	1108
18769150	ATG21	Protein	Q02887	abs	1233	1238
10207082	vps28	Protein	Q02767	abs	594	599
205532	acetylglutamate kinase	Protein	Q01217	abs	341	363
205532	acetylglutamyl-phosphate reductase	Protein	Q01217	abs	365	399
11502169	Sdh1p	Protein	Q00711	abs	786	791
16455656	green fluorescent protein	Protein	Protein	abs	496	521
18182439	GFP	Protein	Protein	abs	301	304
18182439	GFP	Protein	Protein	abs	699	702
15143214	GFP	Protein	Protein	abs	157	160
10207082	STP26	Protein	Protein	abs	23	28
10207082	STP27	Protein	Protein	abs	34	39
10207082	STP26	Protein	Protein	abs	471	476
10207082	green fluorescent protein	Protein	Protein	abs	704	729
10207082	GFP	Protein	Protein	abs	821	824
10644992	GFP	Protein	Protein	abs	640	643
20071603	green fluorescent protein	Protein	Protein	abs	1045	1070
20071603	green fluorescent protein	Protein	Protein	abs	1081	1106
10072396	green fluorescent protein	Protein	Protein	abs	375	400
14562095	green fluorescent protein	Protein	Protein	abs	278	303
12682047	GFP	Protein	Protein	abs	530	533
8846782	FKBP12	Protein	Protein	title	0	6
8846782	FKBP12	Protein	Protein	abs	33	39
8846782	FKBP12	Protein	Protein	abs	274	280
8846782	FKBP12	Protein	Protein	abs	663	669
8846782	FKBP12	Protein	Protein	abs	766	772
15572352	green fluorescent protein	Protein	Protein	abs	580	605
11038182	MDV2	Protein	Protein	abs	941	945
11038182	MDV2	Protein	Protein	abs	970	974
11038182	Mdv2p	Protein	Protein	abs	1293	1298
18769150	GFP	Protein	Protein	abs	941	944
20124190	green fluorescent protein	Protein	Protein	abs	1300	1325
